시도코드,시도,시군구코드,시군구,읍면동,읍면동수정,ID,CD,선거인수,투표수,더불어민주당 이재명,국민의힘 윤석열,정의당 심상정,기본소득당 오준호,국가혁명당 허경영,노동당 이백윤,새누리당 옥은호,신자유민주연합 김경재,우리공화당 조원진,진보당 김재연,통일한국당 이경희,한류연합당 김민찬,계,무효 투표수,기권수,,,,,,,,,,,,,std,민주,국힘,정의,기본소득,국가혁명,노동,새누리,신자유,우리공화,진보,통일한국,한류연합,3위
2700,대구광역시,2705,북구,대현동,대현동,대구광역시_북구_대현동,2205084,13967,10590,2154,8002,205,2,87,4,1,2,17,3,3,1,10481,109,3377,20.5514741,76.34767675,1.955920237,0.019082149,0.830073466,0.038164297,0.009541074,0.019082149,0.162198264,0.028623223,0.028623223,0.009541074,21.25743489,2,1,3,9,4,6,11,9,5,7,7,11,정의
2700,대구광역시,2705,북구,동천동,동천동,대구광역시_북구_동천동,2205082,22404,18003,4664,12533,469,11,127,7,4,3,25,11,1,9,17864,139,4401,26.10837438,70.15785938,2.62539185,0.061576355,0.710927004,0.039184953,0.022391402,0.016793551,0.139946261,0.061576355,0.00559785,0.050380654,19.95384104,2,1,3,6,4,9,10,11,5,6,12,8,정의
2700,대구광역시,2705,북구,무태조야동,무태조야동,대구광역시_북구_무태조야동,2205071,26706,20467,4870,14826,373,4,185,1,2,6,38,14,3,6,20328,139,6239,23.9571035,72.9338843,1.834907517,0.019677292,0.910074774,0.004919323,0.009838646,0.029515939,0.186934278,0.068870523,0.014757969,0.029515939,20.54304065,2,1,3,9,4,12,11,7,5,6,10,7,정의
2700,대구광역시,2705,북구,복현1동,복현1동,대구광역시_북구_복현1동,2205065,6704,4807,1043,3511,126,4,48,3,0,3,5,5,1,1,4750,57,1897,21.95789474,73.91578947,2.652631579,0.084210526,1.010526316,0.063157895,0,0.063157895,0.105263158,0.105263158,0.021052632,0.021052632,20.65682993,2,1,3,7,4,8,12,8,5,5,10,10,정의
2700,대구광역시,2705,북구,복현2동,복현2동,대구광역시_북구_복현2동,2205066,21792,16646,3729,12236,359,8,121,2,3,7,25,6,2,7,16505,141,5146,22.59315359,74.13511057,2.175098455,0.048470161,0.733111178,0.01211754,0.01817631,0.04241139,0.151469252,0.03635262,0.01211754,0.04241139,20.77344301,2,1,3,6,4,11,10,7,5,9,11,7,정의
2700,대구광역시,2705,북구,산격1동,산격1동,대구광역시_북구_산격1동,2205061,8055,5946,994,4688,76,4,72,2,0,4,15,3,5,2,5865,81,2109,16.94799659,79.93179881,1.295822677,0.068201194,1.227621483,0.034100597,0,0.068201194,0.255754476,0.051150895,0.085251492,0.034100597,22.07235611,2,1,3,7,4,10,12,7,5,9,6,10,정의
2700,대구광역시,2705,북구,산격2동,산격2동,대구광역시_북구_산격2동,2205062,9393,7590,1460,5863,130,7,40,0,0,3,13,3,3,7,7529,61,1803,19.39168548,77.87222739,1.726656927,0.092973835,0.531279054,0,0,0.039845929,0.172665693,0.039845929,0.039845929,0.092973835,21.62194756,2,1,3,6,4,11,11,8,5,8,8,6,정의
2700,대구광역시,2705,북구,산격3동,산격3동,대구광역시_북구_산격3동,2205063,7528,5409,1188,3960,119,3,49,2,4,2,12,5,2,4,5350,59,2119,22.20560748,74.01869159,2.224299065,0.056074766,0.91588785,0.037383178,0.074766355,0.037383178,0.224299065,0.093457944,0.037383178,0.074766355,20.70504426,2,1,3,9,4,10,7,10,5,6,10,7,정의
2700,대구광역시,2705,북구,산격4동,산격4동,대구광역시_북구_산격4동,2205064,7751,5958,1188,4506,109,1,61,1,1,1,12,1,6,5,5892,66,1793,20.16293279,76.47657841,1.849966056,0.016972166,1.035302105,0.016972166,0.016972166,0.016972166,0.203665988,0.016972166,0.101832994,0.084860828,21.26505797,2,1,3,8,4,8,8,8,5,8,6,7,정의
2700,대구광역시,2705,북구,읍내동,읍내동,대구광역시_북구_읍내동,2205076,20678,15487,3167,11621,315,12,152,1,3,4,23,7,5,7,15317,170,5191,20.67637266,75.86994842,2.056538487,0.078344323,0.992361428,0.006528694,0.019586081,0.026114774,0.150159953,0.045700855,0.032643468,0.045700855,21.12596604,2,1,3,6,4,12,11,10,5,7,9,7,정의
2700,대구광역시,2705,북구,칠성동,칠성동,대구광역시_북구_칠성동,2205052,16746,12823,2657,9702,247,4,62,1,5,2,20,3,6,3,12712,111,3923,20.90151038,76.3215859,1.943045941,0.031466331,0.487728131,0.007866583,0.039332914,0.015733166,0.157331655,0.023599748,0.047199497,0.023599748,21.2770779,2,1,3,8,4,12,7,11,5,9,6,9,정의
2700,대구광역시,2705,북구,침산1동,침산1동,대구광역시_북구_침산1동,2205055,3446,2605,429,2064,36,1,35,0,0,0,8,2,4,0,2579,26,841,16.6343544,80.03101978,1.39588988,0.038774719,1.357115161,0,0,0,0.310197751,0.077549438,0.155098876,0,22.08364894,2,1,3,8,4,9,9,9,5,7,6,9,정의
2700,대구광역시,2705,북구,침산2동,침산2동,대구광역시_북구_침산2동,2205056,13648,11082,2534,8147,216,5,69,2,4,4,11,4,2,5,11003,79,2566,23.0300827,74.0434427,1.963100972,0.045442152,0.6271017,0.018176861,0.036353722,0.036353722,0.099972735,0.036353722,0.018176861,0.045442152,20.78410562,2,1,3,6,4,11,8,8,5,8,11,6,정의
2700,대구광역시,2705,북구,침산3동,침산3동,대구광역시_북구_침산3동,2205057,15382,12302,2583,9244,256,10,76,4,1,1,16,6,5,4,12206,96,3080,21.16172374,75.73324594,2.097329182,0.081926921,0.622644601,0.032770768,0.008192692,0.008192692,0.131083074,0.049156153,0.040963461,0.032770768,21.12428797,2,1,3,6,4,9,11,11,5,7,8,9,정의
2700,대구광역시,2705,북구,태전1동,태전1동,대구광역시_북구_태전1동,2205078,17445,12964,2657,9741,266,7,150,0,3,7,16,6,6,1,12860,104,4481,20.66096423,75.74650078,2.068429238,0.054432348,1.166407465,0,0.023328149,0.054432348,0.124416796,0.046656299,0.046656299,0.00777605,21.08858253,2,1,3,6,4,12,10,6,5,8,8,11,정의
2700,대구광역시,2705,북구,태전2동,태전2동,대구광역시_북구_태전2동,2205074,19705,14986,3173,11232,268,8,146,1,0,2,28,10,3,9,14880,106,4719,21.32392473,75.48387097,1.801075269,0.053763441,0.981182796,0.00672043,0,0.01344086,0.188172043,0.067204301,0.02016129,0.060483871,21.06229828,2,1,3,8,4,11,12,10,5,6,9,7,정의
2700,대구광역시,2706,수성구,고산1동,고산1동,대구광역시_수성구_고산1동,2206071,23206,19047,4750,13532,441,8,119,5,3,3,28,8,3,6,18906,141,4159,25.12429916,71.57516132,2.332592828,0.042314609,0.629429811,0.026446631,0.015867978,0.015867978,0.148101132,0.042314609,0.015867978,0.031735957,20.2623747,2,1,3,6,4,9,10,10,5,6,10,8,정의
2700,대구광역시,2706,수성구,고산2동,고산2동,대구광역시_수성구_고산2동,2206072,21167,17113,3918,12564,360,9,115,3,1,7,19,11,5,3,17015,98,4054,23.02674111,73.84072877,2.115780194,0.052894505,0.675874229,0.017631502,0.005877167,0.04114017,0.111666177,0.064648839,0.029385836,0.017631502,20.72499837,2,1,3,7,4,10,12,8,5,6,9,10,정의
2700,대구광역시,2706,수성구,고산3동,고산3동,대구광역시_수성구_고산3동,2206073,24070,19451,4516,14175,433,7,139,3,3,5,26,6,1,5,19319,132,4619,23.37595114,73.37336301,2.241316838,0.03623376,0.719498939,0.015528754,0.015528754,0.025881257,0.134582535,0.031057508,0.005176251,0.025881257,20.62020768,2,1,3,6,4,10,10,8,5,7,12,8,정의
2700,대구광역시,2706,수성구,두산동,두산동,대구광역시_수성구_두산동,2206066,11610,8663,1501,6908,114,8,64,0,1,1,9,2,0,1,8609,54,2947,17.43524219,80.24160762,1.324195609,0.092926008,0.743408061,0,0.011615751,0.011615751,0.104541759,0.023231502,0,0.011615751,22.19552618,2,1,3,6,4,11,8,8,5,7,11,8,정의
2700,대구광역시,2706,수성구,만촌1동,만촌1동,대구광역시_수성구_만촌1동,2206055,17766,14394,2980,10920,246,12,81,0,2,3,31,5,2,2,14284,110,3372,20.8625035,76.4491739,1.722206665,0.084010081,0.567068048,0,0.01400168,0.02100252,0.217026043,0.035004201,0.01400168,0.01400168,21.31066025,2,1,3,6,4,12,9,8,5,7,9,9,정의
2700,대구광역시,2706,수성구,만촌2동,만촌2동,대구광역시_수성구_만촌2동,2206056,8540,6648,1364,5004,128,3,52,0,1,1,16,2,1,2,6574,74,1892,20.7484028,76.11804077,1.947064192,0.045634317,0.790994828,0,0.015211439,0.015211439,0.243383024,0.030422878,0.015211439,0.030422878,21.20455849,2,1,3,6,4,12,9,9,5,7,9,7,정의
2700,대구광역시,2706,수성구,만촌3동,만촌3동,대구광역시_수성구_만촌3동,2206057,13007,10586,2175,8073,181,5,52,0,1,4,12,3,2,5,10513,73,2421,20.68867117,76.79064016,1.721677923,0.047560164,0.494625702,0,0.009512033,0.038048131,0.114144393,0.028536098,0.019024065,0.047560164,21.39844094,2,1,3,6,4,12,11,8,5,9,10,6,정의
2700,대구광역시,2706,수성구,범물1동,범물1동,대구광역시_수성구_범물1동,2206069,9791,7630,1355,6003,117,2,58,0,0,6,19,3,5,2,7570,60,2161,17.8996037,79.2998679,1.545574637,0.026420079,0.766182299,0,0,0.079260238,0.250990753,0.039630119,0.066050198,0.026420079,21.9442171,2,1,3,9,4,11,11,6,5,8,7,9,정의
2700,대구광역시,2706,수성구,범물2동,범물2동,대구광역시_수성구_범물2동,2206070,13000,10522,2276,7896,185,1,67,3,2,2,11,10,4,0,10457,65,2478,21.76532466,75.50922827,1.769149852,0.009562972,0.640719136,0.028688917,0.019125944,0.019125944,0.105192694,0.095629722,0.038251889,0,21.10608781,2,1,3,11,4,8,9,9,5,6,7,12,정의
2700,대구광역시,2706,수성구,범어1동,범어1동,대구광역시_수성구_범어1동,2206051,12161,10046,1858,7871,179,5,44,3,1,5,12,5,2,6,9991,55,2115,18.59673706,78.78090281,1.791612451,0.050045041,0.440396357,0.030027024,0.010009008,0.050045041,0.120108097,0.050045041,0.020018016,0.060054049,21.83721349,2,1,3,7,4,10,12,7,5,7,11,6,정의
2700,대구광역시,2706,수성구,범어2동,범어2동,대구광역시_수성구_범어2동,2206052,10499,8024,1301,6490,116,4,42,2,2,3,8,3,1,0,7972,52,2475,16.31961867,81.40993477,1.455092825,0.050175615,0.526843954,0.025087807,0.025087807,0.037631711,0.100351229,0.037631711,0.012543904,0,22.47774046,2,1,3,6,4,9,9,7,5,7,11,12,정의
2700,대구광역시,2706,수성구,범어3동,범어3동,대구광역시_수성구_범어3동,2206053,11526,9506,1910,7306,183,4,39,0,2,4,6,4,0,2,9460,46,2020,20.19027484,77.23044397,1.934460888,0.042283298,0.412262156,0,0.021141649,0.042283298,0.063424947,0.042283298,0,0.021141649,21.49181573,2,1,3,6,4,11,9,6,5,6,11,9,정의
2700,대구광역시,2706,수성구,범어4동,범어4동,대구광역시_수성구_범어4동,2206054,12198,9864,2068,7472,191,1,45,2,0,5,8,5,2,0,9799,65,2334,21.10419431,76.25267884,1.949178488,0.010205123,0.459230534,0.020410246,0,0.051025615,0.081640984,0.051025615,0.020410246,0,21.2731202,2,1,3,10,4,8,11,6,5,6,8,11,정의
2700,대구광역시,2706,수성구,상동,상동,대구광역시_수성구_상동,2206064,13142,9957,1719,7935,142,2,70,1,0,9,14,2,0,4,9898,59,3185,17.36714488,80.16771065,1.434633259,0.020206102,0.707213579,0.010103051,0,0.09092746,0.141442716,0.020206102,0,0.040412204,22.16930191,2,1,3,8,4,10,11,6,5,8,11,7,정의
2700,대구광역시,2706,수성구,수성1가동,수성1가동,대구광역시_수성구_수성1가동,2206058,13790,11159,2195,8603,182,4,64,2,0,3,19,3,3,5,11083,76,2631,19.80510692,77.62338717,1.642154651,0.036091311,0.577460976,0.018045656,0,0.027068483,0.171433727,0.027068483,0.027068483,0.045114139,21.57808407,2,1,3,7,4,11,12,8,5,8,8,6,정의
2700,대구광역시,2706,수성구,수성2·3가동,수성2·3가동,대구광역시_수성구_수성2·3가동,2206059,9905,8328,1373,6705,138,5,44,1,0,3,5,6,1,2,8283,45,1577,16.57611976,80.94893155,1.666063021,0.060364602,0.531208499,0.01207292,0,0.036218761,0.060364602,0.072437523,0.01207292,0.024145841,22.35552989,2,1,3,6,4,10,12,8,6,5,10,9,정의
2700,대구광역시,2706,수성구,수성4가동,수성4가동,대구광역시_수성구_수성4가동,2206060,11597,9495,1707,7490,158,4,47,0,1,1,7,8,3,3,9429,66,2102,18.10372256,79.43578322,1.675681408,0.042422314,0.498462191,0,0.010605579,0.010605579,0.07423905,0.084844628,0.031816736,0.031816736,21.99910647,2,1,3,7,4,12,10,10,6,5,8,8,정의
2700,대구광역시,2706,수성구,중동,중동,대구광역시_수성구_중동,2206063,9857,7383,1348,5806,92,3,53,0,1,0,14,0,0,3,7320,63,2474,18.41530055,79.31693989,1.256830601,0.040983607,0.724043716,0,0.013661202,0,0.191256831,0,0,0.040983607,21.98315814,2,1,3,6,4,9,8,9,5,9,9,6,정의
2700,대구광역시,2706,수성구,지산1동,지산1동,대구광역시_수성구_지산1동,2206067,18176,13801,2629,10676,228,3,109,2,1,5,32,5,4,4,13698,103,4375,19.19258286,77.93838517,1.664476566,0.021901007,0.795736604,0.014600672,0.007300336,0.036501679,0.233610746,0.036501679,0.029201343,0.029201343,21.62729208,2,1,3,10,4,11,12,6,5,6,8,8,정의
2700,대구광역시,2706,수성구,지산2동,지산2동,대구광역시_수성구_지산2동,2206068,13989,10771,2175,8216,196,2,70,2,1,2,21,4,2,2,10693,78,3218,20.34040961,76.83531282,1.832974843,0.018703825,0.654633873,0.018703825,0.009351912,0.018703825,0.196390162,0.03740765,0.018703825,0.018703825,21.38514744,2,1,3,7,4,7,12,7,5,6,7,7,정의
2700,대구광역시,2706,수성구,파동,파동,대구광역시_수성구_파동,2206065,9661,7629,1425,5942,120,3,67,2,3,3,14,7,4,1,7591,38,2032,18.77223027,78.27690686,1.580819391,0.039520485,0.88262416,0.02634699,0.039520485,0.039520485,0.184428929,0.092214464,0.05269398,0.013173495,21.6980535,2,1,3,8,4,11,8,8,5,6,7,12,정의
2700,대구광역시,2706,수성구,황금1동,황금1동,대구광역시_수성구_황금1동,2206061,16503,13779,2871,10523,233,1,52,1,1,4,16,2,1,4,13709,70,2724,20.94244657,76.75979284,1.699613393,0.007294478,0.37931286,0.007294478,0.007294478,0.029177912,0.116711649,0.014588956,0.007294478,0.029177912,21.40943492,2,1,3,9,4,9,9,6,5,8,9,6,정의
2700,대구광역시,2706,수성구,황금2동,황금2동,대구광역시_수성구_황금2동,2206062,8964,6456,1255,4985,86,4,42,2,1,2,8,3,3,5,6396,60,2508,19.62163852,77.93933709,1.344590369,0.062539087,0.656660413,0.031269543,0.015634772,0.031269543,0.125078174,0.046904315,0.046904315,0.078173859,21.65734483,2,1,3,7,4,10,12,10,5,8,8,6,정의
2700,대구광역시,2707,달서구,감삼동,감삼동,대구광역시_달서구_감삼동,2207057,19552,14843,2729,11478,298,3,121,2,0,2,53,12,3,3,14704,139,4709,18.55957563,78.06039173,2.026659412,0.020402612,0.822905332,0.013601741,0,0.013601741,0.360446137,0.081610446,0.020402612,0.020402612,21.62073078,2,1,3,7,4,10,12,10,5,6,7,7,정의
2700,대구광역시,2707,달서구,도원동,도원동,대구광역시_달서구_도원동,2207068,28753,23242,5086,17276,456,9,156,8,5,8,35,10,9,9,23067,175,5511,22.04881432,74.89487146,1.976850046,0.039016777,0.676290805,0.03468158,0.021675987,0.03468158,0.151731911,0.043351975,0.039016777,0.039016777,20.94925675,2,1,3,7,4,10,12,10,5,6,7,7,정의
2700,대구광역시,2707,달서구,두류1·2동,두류1·2동,대구광역시_달서구_두류1·2동,2207076,11820,8124,1355,6379,151,6,71,0,3,5,37,7,5,2,8021,103,3696,16.89315547,79.52873707,1.882558285,0.07480364,0.885176412,0,0.03740182,0.062336367,0.461289116,0.087270914,0.062336367,0.024934547,21.94961796,2,1,3,7,4,12,10,8,5,6,8,11,정의
2700,대구광역시,2707,달서구,두류3동,두류3동,대구광역시_달서구_두류3동,2207055,7638,6113,1097,4782,105,4,50,0,0,1,18,1,2,2,6062,51,1525,18.09633784,78.88485648,1.732101617,0.065984823,0.824810294,0,0,0.016496206,0.296931706,0.016496206,0.032992412,0.032992412,21.83411021,2,1,3,6,4,11,11,9,5,9,7,7,정의
2700,대구광역시,2707,달서구,본동,본동,대구광역시_달서구_본동,2207071,11384,8700,1667,6714,132,4,66,1,1,2,28,8,2,2,8627,73,2684,19.32305552,77.82543178,1.530079981,0.04636606,0.765039991,0.011591515,0.011591515,0.02318303,0.32456242,0.09273212,0.02318303,0.02318303,21.60225562,2,1,3,7,4,11,11,8,5,6,8,8,정의
2700,대구광역시,2707,달서구,본리동,본리동,대구광역시_달서구_본리동,2207056,16584,13099,2845,9761,231,7,97,2,5,3,51,7,0,1,13010,89,3485,21.867794,75.02690238,1.775557264,0.053804766,0.745580323,0.01537279,0.038431975,0.023059185,0.392006149,0.053804766,0,0.007686395,20.97175366,2,1,3,6,4,10,8,9,5,6,12,11,정의
2700,대구광역시,2707,달서구,상인1동,상인1동,대구광역시_달서구_상인1동,2207065,27088,22247,4560,16906,404,6,130,5,1,4,44,7,1,4,22072,175,4841,20.6596593,76.59478072,1.830373324,0.027183762,0.588981515,0.022653135,0.004530627,0.018122508,0.19934759,0.031714389,0.004530627,0.018122508,21.33851854,2,1,3,7,4,8,11,9,5,6,11,9,정의
2700,대구광역시,2707,달서구,상인2동,상인2동,대구광역시_달서구_상인2동,2207066,16640,12376,2380,9493,238,4,107,5,1,2,22,8,5,4,12269,107,4264,19.39848398,77.3738691,1.939848398,0.032602494,0.872116717,0.040753118,0.008150624,0.016301247,0.179313717,0.065204988,0.040753118,0.032602494,21.47527503,2,1,3,9,4,7,12,11,5,6,7,9,정의
2700,대구광역시,2707,달서구,상인3동,상인3동,대구광역시_달서구_상인3동,2207067,10622,8099,1510,6259,130,6,61,2,2,1,27,8,4,5,8015,84,2523,18.83967561,78.09107923,1.621958827,0.074859638,0.761072988,0.024953213,0.024953213,0.012476606,0.336868372,0.099812851,0.049906425,0.062383032,21.64710048,2,1,3,7,4,10,10,12,5,6,9,8,정의
2700,대구광역시,2707,달서구,성당동,성당동,대구광역시_달서구_성당동,2207075,17389,12713,2320,9846,223,6,122,2,5,2,42,1,6,8,12583,130,4676,18.43757451,78.24843042,1.772232377,0.047683382,0.969562108,0.015894461,0.039736152,0.015894461,0.333783676,0.00794723,0.047683382,0.063577843,21.6672385,2,1,3,7,4,10,9,10,5,12,7,6,정의
2700,대구광역시,2707,달서구,송현1동,송현1동,대구광역시_달서구_송현1동,2207069,16389,11637,2160,8928,203,11,138,4,3,5,38,8,5,6,11509,128,4752,18.76792076,77.57407247,1.763836997,0.095577374,1.199061604,0.034755409,0.026066557,0.043444261,0.330176384,0.069510818,0.043444261,0.052133113,21.48898646,2,1,3,6,4,11,12,9,5,7,9,8,정의
2700,대구광역시,2707,달서구,송현2동,송현2동,대구광역시_달서구_송현2동,2207070,13920,9852,1746,7638,180,4,98,1,0,8,46,7,6,5,9739,113,4068,17.92791868,78.42694322,1.848239039,0.041071979,1.006263477,0.010267995,0,0.082143957,0.472327754,0.071875963,0.061607968,0.051339973,21.68627473,2,1,3,10,4,11,12,6,5,7,8,9,정의
2700,대구광역시,2707,달서구,신당동,신당동,대구광역시_달서구_신당동,2207061,24628,17515,3766,12939,368,13,171,2,3,4,23,12,10,5,17316,199,7113,21.74867175,74.72279972,2.125202125,0.075075075,0.987525988,0.011550012,0.017325017,0.023100023,0.132825133,0.069300069,0.057750058,0.028875029,20.87401314,2,1,3,6,4,12,11,10,5,7,8,9,정의
2700,대구광역시,2707,달서구,용산1동,용산1동,대구광역시_달서구_용산1동,2207072,23906,18709,3737,14256,356,7,142,2,1,6,34,9,4,4,18558,151,5197,20.1368682,76.8186227,1.918310163,0.037719582,0.76516866,0.010777023,0.005388512,0.03233107,0.183209398,0.048496605,0.021554047,0.021554047,21.3650138,2,1,3,7,4,11,12,8,5,6,9,9,정의
2700,대구광역시,2707,달서구,용산2동,용산2동,대구광역시_달서구_용산2동,2207073,22674,17712,3765,13169,403,7,170,2,1,0,30,11,4,6,17568,144,4962,21.43101093,74.96015483,2.293943534,0.039845173,0.967668488,0.011384335,0.005692168,0,0.170765027,0.062613843,0.02276867,0.034153005,20.91892043,2,1,3,7,4,10,11,12,5,6,9,8,정의
2700,대구광역시,2707,달서구,월성1동,월성1동,대구광역시_달서구_월성1동,2207077,22406,17851,4269,12900,381,6,112,0,1,8,17,10,5,7,17716,135,4555,24.09686159,72.81553398,2.150598329,0.03386769,0.632196884,0,0.005644615,0.04515692,0.095958456,0.05644615,0.028223075,0.039512305,20.52329999,2,1,3,9,4,12,11,7,5,6,10,8,정의
2700,대구광역시,2707,달서구,월성2동,월성2동,대구광역시_달서구_월성2동,2207063,15426,12054,2617,8936,217,7,99,4,6,6,33,7,5,11,11948,106,3372,21.90324741,74.79075996,1.816203549,0.058587211,0.828590559,0.033478406,0.05021761,0.05021761,0.276196853,0.058587211,0.041848008,0.092065618,20.90486663,2,1,3,7,4,12,9,9,5,7,11,6,정의
2700,대구광역시,2707,달서구,유천동,유천동,대구광역시_달서구_유천동,2207079,21124,17328,4569,12150,368,4,104,0,1,5,13,7,1,5,17227,101,3796,26.52231961,70.52882104,2.136181575,0.023219365,0.603703489,0,0.005804841,0.029024206,0.075462936,0.040633889,0.005804841,0.029024206,20.10255388,2,1,3,9,4,12,10,7,5,6,10,7,정의
2700,대구광역시,2707,달서구,이곡1동,이곡1동,대구광역시_달서구_이곡1동,2207060,18998,14805,3212,10937,343,9,123,4,3,9,36,9,2,9,14696,109,4193,21.85628743,74.42161132,2.333968427,0.061241154,0.836962439,0.027218291,0.020413718,0.061241154,0.244964616,0.061241154,0.013609145,0.061241154,20.79496026,2,1,3,6,4,10,11,6,5,6,12,6,정의
2700,대구광역시,2707,달서구,이곡2동,이곡2동,대구광역시_달서구_이곡2동,2207074,14869,11916,2416,9042,215,7,92,0,2,2,15,6,2,0,11799,117,2953,20.47631155,76.63361302,1.822188321,0.059327062,0.779727096,0,0.016950589,0.016950589,0.127129418,0.050851767,0.016950589,0,21.33582301,2,1,3,6,4,11,8,8,5,7,8,11,정의
2700,대구광역시,2707,달서구,장기동,장기동,대구광역시_달서구_장기동,2207059,14200,11211,2267,8474,238,3,101,3,0,2,17,5,4,5,11119,92,2989,20.38852415,76.21188956,2.140480259,0.026980844,0.908355068,0.026980844,0,0.017987229,0.152891447,0.044968073,0.035974458,0.044968073,21.20543946,2,1,3,9,4,9,12,11,5,6,8,6,정의
2700,대구광역시,2707,달서구,죽전동,죽전동,대구광역시_달서구_죽전동,2207058,11120,8073,1508,6208,156,4,77,1,2,1,15,4,3,2,7981,92,3047,18.89487533,77.78473875,1.954642275,0.050119033,0.96479138,0.012529758,0.025059516,0.012529758,0.187946373,0.050119033,0.037589275,0.025059516,21.56181684,2,1,3,6,4,11,9,11,5,6,8,9,정의
2700,대구광역시,2707,달서구,진천동,진천동,대구광역시_달서구_진천동,2207078,38165,29403,6261,21987,578,14,222,2,6,5,60,12,11,6,29164,239,8762,21.46824853,75.39089288,1.981895488,0.048004389,0.761212454,0.00685777,0.02057331,0.017144425,0.205733096,0.041146619,0.037717734,0.02057331,21.04735807,2,1,3,6,4,12,9,11,5,7,8,9,정의
2700,대구광역시,2708,달성군,가창면,가창면,대구광역시_달성군_가창면,2231031,6142,4700,779,3741,70,1,35,0,3,2,9,3,3,4,4650,50,1442,16.75268817,80.4516129,1.505376344,0.021505376,0.752688172,0,0.064516129,0.043010753,0.193548387,0.064516129,0.064516129,0.086021505,22.21612328,2,1,3,11,4,12,7,10,5,7,7,6,정의
2700,대구광역시,2708,달성군,구지면,구지면,대구광역시_달성군_구지면,2231036,14393,10230,2665,7068,216,37,124,3,1,4,8,9,6,3,10144,86,4163,26.2716877,69.67665615,2.129337539,0.364747634,1.222397476,0.029574132,0.009858044,0.039432177,0.078864353,0.088722397,0.059148265,0.029574132,19.82819335,2,1,3,5,4,10,12,9,7,6,8,10,정의
2700,대구광역시,2708,달성군,논공읍,논공읍,대구광역시_달성군_논공읍,2231012,14289,9979,2087,7420,175,7,150,3,1,3,14,17,7,8,9892,87,4310,21.09785685,75.01010918,1.769106349,0.070764254,1.51637687,0.030327537,0.010109179,0.030327537,0.141528508,0.171856045,0.070764254,0.080873433,20.90414614,2,1,3,8,4,10,12,10,6,5,8,7,정의
2700,대구광역시,2708,달성군,다사읍,다사읍,대구광역시_달성군_다사읍,2231013,60750,46519,11385,33238,991,20,411,7,10,7,61,26,10,20,46186,333,14231,24.65032694,71.96553068,2.145671849,0.043303165,0.88988005,0.015156108,0.021651583,0.015156108,0.132074655,0.056294115,0.021651583,0.043303165,20.32806854,2,1,3,7,4,11,9,11,5,6,9,7,정의
2700,대구광역시,2708,달성군,옥포읍,옥포읍,대구광역시_달성군_옥포읍,2231015,19005,14766,2979,11188,274,5,154,3,1,5,26,8,2,7,14652,114,4239,20.33169533,76.35817636,1.87005187,0.034125034,1.051051051,0.02047502,0.006825007,0.034125034,0.177450177,0.054600055,0.013650014,0.047775048,21.24315014,2,1,3,8,4,10,12,8,5,6,11,7,정의
2700,대구광역시,2708,달성군,유가읍,유가읍,대구광역시_달성군_유가읍,2231014,20953,16239,4835,10649,390,10,159,3,1,2,18,27,4,1,16099,140,4714,30.0329213,66.14696565,2.422510715,0.062115659,0.987638984,0.018634698,0.006211566,0.012423132,0.111808187,0.16771228,0.024846264,0.006211566,19.25909691,2,1,3,7,4,9,11,10,6,5,8,11,정의
2700,대구광역시,2708,달성군,하빈면,하빈면,대구광역시_달성군_하빈면,2231032,3910,3176,572,2509,24,4,12,1,2,2,6,4,6,5,3147,29,734,18.17604067,79.72672386,0.762631077,0.12710518,0.381315539,0.031776295,0.06355259,0.06355259,0.190657769,0.12710518,0.190657769,0.158881474,22.08742472,2,1,3,8,4,12,10,10,5,8,5,7,정의
2700,대구광역시,2708,달성군,현풍읍,현풍읍,대구광역시_달성군_현풍읍,2231016,16381,11348,2616,8177,196,7,176,1,3,3,19,14,7,7,11226,122,5033,23.3030465,72.83983609,1.745946909,0.062355247,1.567789061,0.008907892,0.026723677,0.026723677,0.169249955,0.124710493,0.062355247,0.062355247,20.45504019,2,1,3,7,4,12,10,10,5,6,7,7,정의
2700,대구광역시,2708,달성군,화원읍,화원읍,대구광역시_달성군_화원읍,2231011,36427,27752,5377,21208,560,15,254,3,4,6,51,25,12,11,27526,226,8675,19.53425852,77.04715542,2.034440166,0.054493933,0.922763932,0.010898787,0.014531715,0.021797573,0.185279372,0.090823222,0.043595146,0.039962218,21.38838932,2,1,3,7,4,12,11,10,5,6,8,9,정의
2800,인천광역시,2801,중구,개항동,개항동,인천광역시_중구_개항동,2301067,5292,3551,1573,1808,73,0,55,2,0,1,5,4,1,2,3524,27,1741,44.63677639,51.30533485,2.071509648,0,1.560726447,0.056753689,0,0.028376844,0.141884222,0.113507378,0.028376844,0.056753689,17.79071374,2,1,3,11,4,7,11,9,5,6,9,7,정의
2800,인천광역시,2801,중구,도원동,도원동,인천광역시_중구_도원동,2301056,3698,2668,1143,1396,63,1,32,1,1,2,3,2,2,2,2648,20,1030,43.16465257,52.71903323,2.379154079,0.03776435,1.208459215,0.03776435,0.03776435,0.075528701,0.113293051,0.075528701,0.075528701,0.075528701,17.83328125,2,1,3,10,4,10,10,6,5,6,6,6,정의
